source,timestamp,total_records,scraper_version,name,address,latitude,longitude,category,phone,website,rating,features,scraped_at
OpenStreetMapScraper,,,,Tandoor Bar and Restaurant,,19.0284643,72.8440878,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,GOH JIA TING,"RK Patkar Marg, Mumbai, 400050",19.0620609,72.8342751,restaurant,+91 91676 66730,https://chinagategroup.com/bora-bora/,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,China Gate,,19.0620379,72.8343382,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Nasir Restaurant,,19.0401284,72.8394544,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Saffron,,19.1020902,72.8262901,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Mezzo Mezzo,,19.1021465,72.8260475,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Persian Darbar,,19.0601764,72.8367356,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Goa Portuguesa,,19.031794,72.840334,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,classic,"Nathalal Parekh Road, Mumbai, 400019",19.0263607,72.8566435,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,rozy ...noodle khaoo bhuk mitaao noodle khao,,19.0626559,72.9047195,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Naaz Restaurant,,19.0913487,72.8826819,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Sadguru,"Acharya Shopping Centre, CG Road, Mumbai, 400074",19.0614056,72.8997653,restaurant,,,,['outdoor_seating'],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Chembur Adda,"Next to Jenny Pohtot Studio, Shell Colony Road, Mumbai, 400 071",19.0641734,72.8941406,restaurant,+91 22 2666 1575,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Hotel Radhakrishna,"Road No 6, Santacruz East, Mumbai, 400055",19.0833956,72.8428536,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Sudarshan,"Sakinaka mtro station, Mumbai, 400072",19.1037772,72.886171,restaurant,,https://www.sudarshan.com,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Deluxe Restaurant,,19.0726519,72.8761432,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,BARC Hospital Canteen,"Mumbai, 400094",19.0425409,72.9157767,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Bandra Born,"Chapel Road, Mumbai, 400050",19.0505145,72.8270094,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Dil Bahar Hotel,,19.0452452,72.8466331,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Shalimar,,19.045423,72.8472601,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Abhinandan Family Restaurant and bar,,19.04559,72.8480565,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Nogauri Ama Milk center,,19.0454303,72.8479324,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Datar Darbar,,19.0448,72.8478448,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Datar Darbar,,19.0447549,72.8478445,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Saheel Restaurant,"Mumbai, 400017",19.0474072,72.8607298,restaurant,+91 77384 50409,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Hit n Run,,19.1032311,72.8270155,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Mahesh Lunch Home,"Juhu Tara Road, Mumbai, 400049",19.1036816,72.8266754,restaurant,,,,[],2025-05-24 00:05:24
OpenStreetMapScraper,,,,Cafe Andora,"St. Dominic Street, Mumbai, 400050",19.0573435,72.8276847,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,A1 Bakery,,19.0546237,72.8264717,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Wagh Bakari Tea,"Hanuman Road, 400057",19.1029971,72.8465194,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Cafe Coffee Day,"Hanuman Road, 400057",19.1036662,72.8521762,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Cafe Coffee Day,,19.029206,72.8382235,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,I Think Fitness Cafe,"Manuel Gonsalves Road, Mumbai, 400050",19.0592055,72.8294744,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Guilt Trip,,19.0713519,72.8241542,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Starbucks,"Juhu Tara road, Mumbai",19.1006024,72.8275259,restaurant,,https://www.starbucks.in/,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Modern Tea House,,19.0752035,72.8259183,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Grub Corner,,19.0487301,72.8259524,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Cold Cafee,"N G Acharya Marg (Chembur Govandi Road), Mumbai, 400074",19.0597612,72.9103571,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Juice Center,"60 Feet Road, Mumbai",19.0383759,72.8534092,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,mahatma nagar,"P.L. Lokhande Marg, Mumbai, 400089",19.0644019,72.9018073,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,karan cafe,,19.0420352,72.9164383,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Ganesh Tea Center,,19.0603312,72.9105858,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,ccd,,19.0633635,72.9040535,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Ram cafe,,19.0666508,72.9104239,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Barista,"V N Purav Marg, Chembur, Mumbai, 400071",19.0518758,72.9007969,restaurant,,https://www.barista.co.in/,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Cafe Coffee Day,,19.0993371,72.8737906,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Cafe Faizal,"mumbai, 400043",19.0629897,72.918479,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,the yoga house,,19.0657265,72.8247137,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Tea Ville Cafe,,19.0559886,72.9007064,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,"Pondichery Cafe, Sofitel Hotel","C 57, Bandra Kurla Complex Road, Mumbai, 400051",19.0678286,72.8689535,restaurant,,,,['wifi'],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Starbucks,"Chapel Road, Mumbai, 400050",19.0505393,72.8272596,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Anna Tapari,,19.0453775,72.9139348,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,The Bagel Shop,"30, Pali Mala Road, Mumbai, 400050",19.0631425,72.8248491,restaurant,+91 22 2605 0178,http://thebagelshop.in,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Cafe Coffee Day,D Joshi Marg,19.1002954,72.8400363,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Tea Villa,,19.1032614,72.8467331,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Goodluck Wines,"Ramdas Naik Road, Bandra, Mumbai, 400050",19.0551796,72.8359562,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Starbucks,,19.1002116,72.8747168,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Taj Mahal Tea House,,19.0485691,72.8258748,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Barista,,19.0293039,72.8379984,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Irani Cafe,,19.0390227,72.8428163,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Cafe Coffee Day,,19.0408811,72.8461003,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Basque by Breve,"Chapel Road, Mumbai, 400050",19.0504596,72.82669,restaurant,02226487806,https://www.presstoindia.com/,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Candies,,19.0495544,72.8298692,restaurant,02226423512,http://www.candiescafe.com,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Barista,"Byramji Jeejeebhoy Road, Mumbai, 400050",19.047484,72.8200828,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Irani Cafe,,19.0964751,72.8744612,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Seeds of Life,"27/A, Pali Mala Road, Mumbai, 400050",19.0631056,72.8249753,restaurant,+91 98924 29167,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Blue Tokai Coffee Roasters,"New Kantwadi Road, Mumbai, 400050",19.0604691,72.8243537,restaurant,+91 90825 66400,https://bluetokaicoffee.com,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Cafe Coffee Day,,19.0646784,72.8608743,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Cafe Coffee Day,,19.0744165,72.9052818,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Cafe Coffee Day,,19.0214663,72.8568552,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Cafe Instaa,"New CHS ltd, 12A/1, rl kelkar rd, Mumbai, 400022",19.0419393,72.8611885,restaurant,,,,"['wheelchair', 'outdoor_seating']",2025-05-24 00:05:26
OpenStreetMapScraper,,,,Garde Manger Cafe,"Paranjpe B Scheme Road No 1, Mumbai, 400057",19.1048126,72.8522763,restaurant,+91 70450 04488;+91 82918 16108,,,['outdoor_seating'],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Candies,"Mumbai, 400050",19.0609825,72.8268992,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,KCROASTERS - By Koinonia,"66, Chuim Village Road, Mumbai",19.0731837,72.8263765,restaurant,+91-9136650277,https://kcroasters.com/,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Cafe Coffee Day,"Tilak Road, vidyavihar, 400077",19.0790665,72.9057221,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Starbucks,,19.0598107,72.8323078,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Starbucks,,19.0655751,72.8332064,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Chaayos,"Unit 4, Carlton Court, Turner Road, Manuel Gonsalves Road, Bandra, Mumbai, 400050",19.0593648,72.8294628,restaurant,073049 91343,,,"['wifi', 'outdoor_seating']",2025-05-24 00:05:26
OpenStreetMapScraper,,,,Cafe Waah Maratha,,19.0144176,72.8257335,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Starbucks,,19.0126947,72.8236034,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,The Dream Cafe,"Hanuman Cross Road 2, mumbai, 400057",19.1031255,72.8495896,restaurant,,the dream cafe.com,,"['wifi', 'outdoor_seating']",2025-05-24 00:05:26
OpenStreetMapScraper,,,,VIG Refreshment,,19.045515,72.8947806,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Greenbox Caffe,"Vasu Bhavan Building, 11th Road, Mumbai, 400052",19.0685728,72.8353475,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,vidhi',"D'Monte Park Road Extension, Bandra, Mumbai, 400050",19.0609693,72.8266539,restaurant,,https:\\vidhi'.com,,['outdoor_seating'],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Greenr Cafe,,19.0636814,72.8293629,restaurant,,https://thrivenow.in/greenr-cafe-all-locations,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Chaayos,,19.060721,72.8646836,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Starbucks,,19.0609137,72.8646702,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Cafeccino,,19.0917053,72.8567979,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Cafe Terrace at Night,,19.057476,72.8481424,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Costa,,19.0952705,72.8764398,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,POPULAR CAFE,"Hingwala Lane, Mumbai, 400075",19.0821532,72.9099141,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Subko Speciality Coffee Roasters and Bakehouse,,19.0531651,72.8300804,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,My Little Tea Pot,"123, Shivaji Nagar, Mumbai, 400055",19.0825059,72.8574319,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Cafe Coffee Day Express,,19.0563701,72.8896149,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Javaphile,,19.0616434,72.8288715,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Cafe Bandra,,19.0624117,72.831025,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Boojee Café,,19.0605663,72.824459,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Boojee Café,,19.0606201,72.8244865,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Ritual Daily Coffee,"Dr. BR Ambedkar Road, Mumbai, 400050",19.0650907,72.8296379,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Tim Hortons,,19.0653558,72.832398,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Veronica‘s,"Veronica Street, Mumbai, 400050",19.0540462,72.8268024,restaurant,+91 93729 81697,https://veronicasbombay.com/,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Bombay Coffee House,,19.063364,72.8346934,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Chaayos,,19.0508548,72.8272673,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Method Contemporary Art & Treats,,19.050519,72.8267783,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Chaayos,,19.0988699,72.827813,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,The Belgian Waffle Co.,,19.0991938,72.8277678,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,silverbeach,"123, Road Number 7, Mumbai, 400077",19.0766017,72.9024205,restaurant,,,,['wifi'],2025-05-24 00:05:26
OpenStreetMapScraper,,,,My Little Tea Pot,,19.0794928,72.8668387,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Sugar Rushh Cafe,,19.042883,72.8644159,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Starbucks,,19.0252105,72.8359486,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Costa,,19.0853217,72.8876582,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Costa,,19.0256439,72.835739,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Coffee by Di Bella,,19.0705444,72.8226323,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Mongoose The Bubble Bar,,19.070678,72.8227903,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Breve Cycling Cafe,,19.0505565,72.8265298,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,My Little Tea Pot,,19.0781157,72.8671645,restaurant,,,,['wifi'],2025-05-24 00:05:26
OpenStreetMapScraper,,,,The Library Cafe,,19.0707397,72.8224281,restaurant,,,,['outdoor_seating'],2025-05-24 00:05:26
OpenStreetMapScraper,,,,DORANGOS (Instagram:-dorangos_comedy_events) Best Entertainment Mumbai,"5AA, St. Andrews Road Extension, Mumbai, 400050",19.0611919,72.826748,restaurant,+919920275894,,,['outdoor_seating'],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Starbucks,,19.0756716,72.8317315,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Starbucks,,19.095253,72.8731217,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,hotel Udipi Ramdas,,19.0262674,72.8434222,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Abokado,,19.0629065,72.8246987,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Retroz The Cafe,,19.0515022,72.8283281,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Mokai,,19.052411,72.8284969,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,The Nutcracker,,19.05012,72.8264557,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Poetry by Love and Cheesecake,,19.0627784,72.8328315,restaurant,,https://loveandcheesecake.com/,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Easy Boba,,19.056272,72.8342539,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Earth Cafe,,19.0590914,72.8339725,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Fries.com,"A34, Datta Mandir Road, Mumbai, 400055",19.0801058,72.8538114,restaurant,,,,['outdoor_seating'],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Cafe Gulshan,"golibar road, Mumbai, 400055",19.0750493,72.8421734,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,radha krushma,"3, Santacruz Skywalk, Mumbai, 400055",19.0807897,72.8426176,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,gulshan cafe,,19.0739809,72.8431413,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,manis cafe,"Ranade Road, mumbai, 400028",19.0257013,72.8393226,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,The C Spot Cafe,,19.049462,72.8296425,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Chay Shay,,19.0274647,72.8564074,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Mani Cafe,,19.0258534,72.8551118,restaurant,,,,['outdoor_seating'],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Spoon Of Love Express,,19.0275767,72.8557533,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Uncommon,,19.0613092,72.8307578,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Ananda Cafe,,19.1048979,72.825748,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Starbucks,,19.1045989,72.8366387,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Lotus Cafe,,19.1019078,72.8263912,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Moreshwar,"Hanuman Road, 400057",19.1039094,72.8522984,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,dream cafe,"Hanuman Cross Road 2, mumbai, 400057",19.1029672,72.8496367,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Garde Manger,"Hanuman Mandir Road, Mumbai, 400057",19.1042701,72.8523335,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Café Sea Side,"Byramji Jeejeebhoy Road, Mumbai, 400050",19.0456642,72.8192559,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,The cake house,,19.0451662,72.8475515,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Bakery,,19.045414,72.8471122,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,foodstuffs,"Munjra Street, Mumbai, 400050",19.0673841,72.8240436,restaurant,,,,"['wifi', 'outdoor_seating']",2025-05-24 00:05:26
OpenStreetMapScraper,,,,Cafe Montana,"Guru Narayan Marg, Santacruz East, Mumbai, 400055",19.0835203,72.8440459,restaurant,,,,['wifi'],2025-05-24 00:05:26
OpenStreetMapScraper,,,,Tim Hortons,"Swami Vivekanand Road, Mumbai, 400056",19.1007869,72.8392949,restaurant,,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,TVlolz,,19.0254156,72.8678235,restaurant,,,,['wifi'],2025-05-24 00:05:26
OpenStreetMapScraper,,,,The Homemade Cafe and Bar,,19.103345,72.8270107,restaurant,+91 99877 21543,,,[],2025-05-24 00:05:26
OpenStreetMapScraper,,,,TIBBS Frankies,,19.0550612,72.8307379,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,McDonald's,D Joshi Marg,19.1003169,72.8407161,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Terminal food court,,19.092192,72.8536714,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Panshikar,"Hanuman Road, 400057",19.1038511,72.8518624,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Aaswad,"Hanuman Road, 400057",19.1038512,72.8518061,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Little Hot,,19.0715816,72.8222171,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Punjab Sweet House,"Dr B.R Ambedkar Road, Bandra West, 400050",19.0624999,72.8294004,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Keep Kool Ice Cream & Food,,19.074102,72.8283694,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Manohar Sweets,,19.0606378,72.8400716,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Raja ( Southindian FAST FOOD ),,19.0609941,72.8434993,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Domino's,Pandurang Budhkar Marg,19.0054334,72.8213855,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,McDonald's,"Linking Road, Mumbai, 400050",19.065807,72.8344297,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,McDonald's,"Krishna Chandra Road (Hill Road), Bandra, Mumbai, 400050",19.0546771,72.8283024,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Nandadeep Biscuit Mart,Lt Prakash Kotnis Path,19.0335066,72.8391496,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Street Foods by Punjab Grill,,19.0962776,72.874303,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Burger King,,19.0961519,72.8749394,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,asia seven,,19.0962077,72.8742368,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,KFC,,19.0961507,72.8741614,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Burger King,"Bandra, Mumbai",19.0635353,72.8350079,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Hangla's,,19.0486305,72.825887,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Ashok Vada Pav,,19.0205197,72.8313766,restaurant,+91-82-2105-0211,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Domino's,"St John Baptist Road, Mumbai, 400050",19.0482458,72.8258712,restaurant,022 6888 6888,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Sai Samudra,"Byramji Jeejeebhoy Road, Mumbai, 400050",19.0468902,72.8196283,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Ayaz's The Kebab Palace,"Krishna Chandra Road (Hill Road), Mumbai, 400050",19.0545043,72.824945,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Wok Express,,19.0652996,72.8615569,restaurant,9833380808,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Domino's,,19.0612691,72.8494902,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Domino's,,19.064626,72.8607826,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,McDonald's,,19.0653617,72.8616414,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Bhau Vada Pav,"Shop no. 4, Mina Niwas., J. P. Road",19.0863549,72.908522,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Mani's Cafe,"Keshav Bhavan, Deodhar Road, Mumbai, 400019",19.0262943,72.8506935,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,KFC,,19.0546473,72.8282505,restaurant,+91 80427 54444,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Cafe Bogeto,"7, Kaushik Niwas, Lakhamsi Nappu Road, Mumbai, 400019",19.0260121,72.8501726,restaurant,+91 9769878839,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Mandala Food,"Veer Nariman Marg, Mumbai",19.0158259,72.823972,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Gurukripa Pani Puri,"Shop 5, Silvercroft, 33rd Road, Mumbai, 400050",19.0656386,72.8308232,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,anand dosa center,,19.1031899,72.836811,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,McDonald's,,19.0456195,72.8635005,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,McDonald's,,19.0167471,72.8292868,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Domino's,,19.01674,72.8292732,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Agarwal Juice Centre,"vallabh baug road, Mumbai, 400077",19.0789209,72.9088516,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Shree Siddhivinayak Fast Food,,19.097895,72.8263903,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Rajasthan Pav Bhaji,,19.0979952,72.8262132,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Arun Fast Food Centre,,19.0980503,72.8262042,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Sai Kalyan Pav Bhaji & Chinese,,19.0980986,72.8261988,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Rangeela Rajasthan Fast Food,,19.0980222,72.8262033,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Sagar Vada Pav & Tea,,19.0978276,72.8263149,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Shree Ram Pav Bhaji,,19.0979138,72.8262311,restaurant,,,,[],2025-05-24 00:05:29
OpenStreetMapScraper,,,,Shiv Shankar Bhel Puri & Chat Centre,,19.097925,72.8263443,restaurant,,,,[],2025-05-24 00:05:29
